Probabilities:
Number: 1, Probability: 4.428900063357943e-06, Refund 119.997, Cost 0.0005314547209027632
Number: 3993, Probability: 5.183664389951659e-05, Refund 108.021, Cost 0.005599446110669681
Number: 3994, Probability: 5.186724156280853e-05, Refund 108.018, Cost 0.005602595699131452
Number: 3995, Probability: 5.189785660109081e-05, Refund 108.015, Cost 0.005605746980766824
Number: 3996, Probability: 5.192848903656788e-05, Refund 108.012, Cost 0.00560889995781777
Number: 3997, Probability: 5.195913887479087e-05, Refund 108.009, Cost 0.005612054630727286
Number: 3998, Probability: 5.198980612131088e-05, Refund 108.006, Cost 0.005615210999938303
Number: 3999, Probability: 5.2020490787230145e-05, Refund 108.003, Cost 0.005618369066493217
Number: 4000, Probability: 5.2051192889202014e-05, Refund 108.0, Cost 0.0056215288320338175
Number: 4001, Probability: 5.2081912427226484e-05, Refund 107.997, Cost 0.005624690296403179
Number: 4002, Probability: 5.211264941240579e-05, Refund 107.994, Cost 0.00562785346064335
Number: 4003, Probability: 5.214340386139327e-05, Refund 107.991, Cost 0.00563101832639572
Number: 4004, Probability: 5.2174175774188924e-05, Refund 107.988, Cost 0.005634184893503114
Number: 4005, Probability: 5.2204965167446105e-05, Refund 107.985, Cost 0.005637353163606668
Number: 4006, Probability: 5.223577205226704e-05, Refund 107.982, Cost 0.0056405231377479
Number: 4007, Probability: 5.2266596428651724e-05, Refund 107.979, Cost 0.005643694815769385
Number: 4008, Probability: 5.229743831325351e-05, Refund 107.976, Cost 0.005646868199311861
Number: 4009, Probability: 5.2328297711623506e-05, Refund 107.973, Cost 0.005650043288817125
Number: 4010, Probability: 5.235917463486395e-05, Refund 107.97, Cost 0.00565322008532626
Number: 4011, Probability: 5.239006909962818e-05, Refund 107.967, Cost 0.005656398590479556
Number: 4012, Probability: 5.242098110036508e-05, Refund 107.964, Cost 0.005659578803519816
Number: 4013, Probability: 5.245191065927912e-05, Refund 107.961, Cost 0.0056627607266864334
Number: 4014, Probability: 5.2482857787472526e-05, Refund 107.958, Cost 0.005665944361019959
Number: 4015, Probability: 5.251382247939418e-05, Refund 107.955, Cost 0.005669129705762999
Number: 4016, Probability: 5.254480475724854e-05, Refund 107.952, Cost 0.005672316763154495
Number: 4017, Probability: 5.2575804632137846e-05, Refund 107.949, Cost 0.005675505534234648
Number: 4018, Probability: 5.260682210406209e-05, Refund 107.946, Cost 0.0056786960188450865
Number: 4019, Probability: 5.263785718967462e-05, Refund 107.943, Cost 0.005681888218625047
Number: 4020, Probability: 5.266890989452655e-05, Refund 107.94, Cost 0.005685082134015196
Number: 4021, Probability: 5.269998022972011e-05, Refund 107.937, Cost 0.005688277766055299
Number: 4022, Probability: 5.2731068206357534e-05, Refund 107.934, Cost 0.005691475115784994
Number: 4023, Probability: 5.276217383554105e-05, Refund 107.931, Cost 0.005694674184243781
Number: 4024, Probability: 5.2793297117270654e-05, Refund 107.928, Cost 0.005697874971272787
Number: 4025, Probability: 5.282443807375081e-05, Refund 107.925, Cost 0.005701077479109556
Number: 4026, Probability: 5.285559670498152e-05, Refund 107.922, Cost 0.005704281707595016
Number: 4027, Probability: 5.288677302761613e-05, Refund 107.919, Cost 0.005707487658367305
Number: 4028, Probability: 5.291796704720575e-05, Refund 107.916, Cost 0.005710695331866256
Number: 4029, Probability: 5.294917877485261e-05, Refund 107.913, Cost 0.00571390472913067
Number: 4030, Probability: 5.298040822165895e-05, Refund 107.91, Cost 0.005717115851199217
Number: 4031, Probability: 5.3011655387624756e-05, Refund 107.907, Cost 0.005720328697912424
Number: 4032, Probability: 5.30429202949545e-05, Refund 107.904, Cost 0.00572354327150677
Number: 4033, Probability: 5.307420294919929e-05, Refund 107.901, Cost 0.0057267595724215525
Number: 4034, Probability: 5.310550336146136e-05, Refund 107.898, Cost 0.0057299776016949576
Number: 4035, Probability: 5.313682153174071e-05, Refund 107.895, Cost 0.005733197359167164
Number: 4036, Probability: 5.3168157482241796e-05, Refund 107.892, Cost 0.005736418847074032
Number: 4037, Probability: 5.319951121851574e-05, Refund 107.889, Cost 0.005739642065854444
Number: 4038, Probability: 5.323088274611365e-05, Refund 107.886, Cost 0.005742867015947217
Number: 4039, Probability: 5.326227208168888e-05, Refund 107.883, Cost 0.005746093698988841
Number: 4040, Probability: 5.329367922524142e-05, Refund 107.88, Cost 0.005749322114819044
Number: 4041, Probability: 5.332510419342462e-05, Refund 107.877, Cost 0.005752552265074068
Number: 4042, Probability: 5.3356546997340715e-05, Refund 107.874, Cost 0.005755784150791132
Number: 4043, Probability: 5.3388007642540813e-05, Refund 107.871, Cost 0.00575901777240852
Number: 4044, Probability: 5.341948614012715e-05, Refund 107.868, Cost 0.005762253130963235
Number: 4045, Probability: 5.345098250120195e-05, Refund 107.865, Cost 0.005765490227492148
Number: 4046, Probability: 5.348249673131633e-05, Refund 107.862, Cost 0.005768729062433242
Number: 4047, Probability: 5.351402884712364e-05, Refund 107.859, Cost 0.005771969637421909
Number: 4048, Probability: 5.354557885417499e-05, Refund 107.856, Cost 0.005775211952895897
Number: 4049, Probability: 5.35771467580215e-05, Refund 107.853, Cost 0.005778456009292892
Number: 4050, Probability: 5.360873257531651e-05, Refund 107.85, Cost 0.0057817018082478855
Number: 4051, Probability: 5.3640336311611136e-05, Refund 107.847, Cost 0.005784949350198326
Number: 4052, Probability: 5.367195797800761e-05, Refund 107.844, Cost 0.005788198636180252
Number: 4053, Probability: 5.3703597585608165e-05, Refund 107.841, Cost 0.00579144966722957
Number: 4054, Probability: 5.3735255145515026e-05, Refund 107.838, Cost 0.005794702444382049
Number: 4055, Probability: 5.376693066327931e-05, Refund 107.835, Cost 0.0057979569680747245
Number: 4056, Probability: 5.3798624144452134e-05, Refund 107.832, Cost 0.005801213238744562
Number: 4057, Probability: 5.3830335611237956e-05, Refund 107.829, Cost 0.005804471258624177
Number: 4058, Probability: 5.386206506363678e-05, Refund 107.826, Cost 0.005807731027551699
Number: 4059, Probability: 5.389381251830194e-05, Refund 107.823, Cost 0.00581099254716087
Number: 4060, Probability: 5.392557798078457e-05, Refund 107.82, Cost 0.005814255817888192
Number: 4061, Probability: 5.3957361456635766e-05, Refund 107.817, Cost 0.005817520840170098
Number: 4062, Probability: 5.3989162962508885e-05, Refund 107.814, Cost 0.005820787615639932
Number: 4063, Probability: 5.4020982509506155e-05, Refund 107.811, Cost 0.005824056145332369
Number: 4064, Probability: 5.405282010317869e-05, Refund 107.808, Cost 0.005827326429683488
Number: 4065, Probability: 5.4084675749077604e-05, Refund 107.805, Cost 0.005830598469129311
Number: 4066, Probability: 5.411654946940736e-05, Refund 107.802, Cost 0.005833872265901052
Number: 4067, Probability: 5.414844125861684e-05, Refund 107.799, Cost 0.005837147819237637
Number: 4068, Probability: 5.418035113891051e-05, Refund 107.796, Cost 0.005840425131369998
Number: 4069, Probability: 5.421227911583948e-05, Refund 107.793, Cost 0.005843704202733686
Number: 4070, Probability: 5.424422520050598e-05, Refund 107.79, Cost 0.00584698503436254
Number: 4071, Probability: 5.427618939846113e-05, Refund 107.787, Cost 0.00585026762669193
Number: 4072, Probability: 5.430817172635827e-05, Refund 107.784, Cost 0.0058535519813538
Number: 4073, Probability: 5.4340172189748515e-05, Refund 107.781, Cost 0.005856838098783285
Number: 4074, Probability: 5.4372190794182984e-05, Refund 107.778, Cost 0.005860125979415454
Number: 4075, Probability: 5.440422755631502e-05, Refund 107.775, Cost 0.005863415624881851
Number: 4076, Probability: 5.4436282487246856e-05, Refund 107.772, Cost 0.005866707036215568
Number: 4077, Probability: 5.4468355592529605e-05, Refund 107.769, Cost 0.005870000213851323
Number: 4078, Probability: 5.450044687771438e-05, Refund 107.766, Cost 0.005873295158223768
Number: 4079, Probability: 5.453255636500565e-05, Refund 107.763, Cost 0.005876591871562104
Number: 4080, Probability: 5.45646840544034e-05, Refund 107.76, Cost 0.0058798903537025105
Number: 4081, Probability: 5.4596829957009874e-05, Refund 107.757, Cost 0.005883190605677513
Number: 4082, Probability: 5.4628994083927296e-05, Refund 107.754, Cost 0.005886492628519502
Number: 4083, Probability: 5.466117645180901e-05, Refund 107.751, Cost 0.0058897964238588734
Number: 4084, Probability: 5.4693377060655024e-05, Refund 107.748, Cost 0.005893101991531458
Number: 4085, Probability: 5.472559592156756e-05, Refund 107.745, Cost 0.005896409332569297
Number: 4086, Probability: 5.475783305119997e-05, Refund 107.742, Cost 0.005899718448602387
Number: 4087, Probability: 5.479008844955224e-05, Refund 107.739, Cost 0.005903029339466309
Number: 4088, Probability: 5.482236213882885e-05, Refund 107.736, Cost 0.005906342007388865
Number: 4089, Probability: 5.4854654113478674e-05, Refund 107.733, Cost 0.005909656451607398
Number: 4090, Probability: 5.488696440125729e-05, Refund 107.73, Cost 0.005912972674947448
Number: 4091, Probability: 5.491929299661358e-05, Refund 107.727, Cost 0.005916290676646191
Number: 4092, Probability: 5.4951639921752005e-05, Refund 107.724, Cost 0.005919610458930813
Number: 4093, Probability: 5.498400517667257e-05, Refund 107.721, Cost 0.005922932021636346
Number: 4094, Probability: 5.501638877802861e-05, Refund 107.718, Cost 0.005926255366391686
Number: 4095, Probability: 5.5048790731371255e-05, Refund 107.715, Cost 0.005929580493629655
Number: 4096, Probability: 5.5081211047802725e-05, Refund 107.712, Cost 0.0059329074043809275
Number: 4097, Probability: 5.511364973842525e-05, Refund 107.709, Cost 0.005936236099676045
Number: 4098, Probability: 5.514610681434107e-05, Refund 107.706, Cost 0.005939566580545419
Number: 4099, Probability: 5.51785822866524e-05, Refund 107.703, Cost 0.0059428988480193234
Number: 4100, Probability: 5.521107615535925e-05, Refund 107.7, Cost 0.005946232901932191
Number: 4101, Probability: 5.524358844266608e-05, Refund 107.697, Cost 0.005949568744509809
Number: 4102, Probability: 5.5276119154124004e-05, Refund 107.694, Cost 0.0059529063761842305
Number: 4103, Probability: 5.530866830083525e-05, Refund 107.691, Cost 0.005956245797985249
Number: 4104, Probability: 5.534123588835094e-05, Refund 107.688, Cost 0.005959587010344736
Number: 4105, Probability: 5.537382192777329e-05, Refund 107.685, Cost 0.005962930014292267
Number: 4106, Probability: 5.540642643575566e-05, Refund 107.682, Cost 0.005966274811455042
Number: 4107, Probability: 5.543904941229805e-05, Refund 107.679, Cost 0.005969621401666842
Number: 4108, Probability: 5.547169087405379e-05, Refund 107.676, Cost 0.005972969786554616
Number: 4109, Probability: 5.550435083212513e-05, Refund 107.673, Cost 0.005976319967147409
Number: 4110, Probability: 5.553702929206317e-05, Refund 107.67, Cost 0.005979671943876441
Number: 4111, Probability: 5.556972626497014e-05, Refund 107.667, Cost 0.00598302571777054
Number: 4112, Probability: 5.56024417674994e-05, Refund 107.664, Cost 0.005986381290456056
Number: 4113, Probability: 5.563517579965094e-05, Refund 107.661, Cost 0.00598973866176622
Number: 4114, Probability: 5.566792837252699e-05, Refund 107.658, Cost 0.0059930978327295105
Number: 4115, Probability: 5.570069950278089e-05, Refund 107.655, Cost 0.005996458804971877
Number: 4116, Probability: 5.573348919596377e-05, Refund 107.652, Cost 0.005999821578923892
Number: 4117, Probability: 5.5766297468728965e-05, Refund 107.649, Cost 0.006003186156211204
Number: 4118, Probability: 5.5799124321076476e-05, Refund 107.646, Cost 0.006006552536666598
Number: 4119, Probability: 5.583196976965965e-05, Refund 107.643, Cost 0.006009920721915474
Number: 4120, Probability: 5.58648338200296e-05, Refund 107.64, Cost 0.006013290712387986
Number: 4121, Probability: 5.589771648883968e-05, Refund 107.637, Cost 0.0060166625097092365
Number: 4122, Probability: 5.593061778164099e-05, Refund 107.634, Cost 0.006020036114309147
Number: 4123, Probability: 5.5963537703984656e-05, Refund 107.631, Cost 0.006023411526617573
Number: 4124, Probability: 5.5996476278075136e-05, Refund 107.628, Cost 0.006026788748856671
Number: 4125, Probability: 5.602943350391243e-05, Refund 107.625, Cost 0.006030167780858575
Number: 4126, Probability: 5.6062409392598767e-05, Refund 107.622, Cost 0.006033548623650265
Number: 4127, Probability: 5.609540396078749e-05, Refund 107.619, Cost 0.006036931278855989
Number: 4128, Probability: 5.6128417214029724e-05, Refund 107.616, Cost 0.006040315746905023
Number: 4129, Probability: 5.616144916342769e-05, Refund 107.613, Cost 0.006043702028823944
Number: 4130, Probability: 5.6194499814532506e-05, Refund 107.61, Cost 0.006047090125041843
Number: 4131, Probability: 5.622756918399752e-05, Refund 107.607, Cost 0.006050480037182421
Number: 4132, Probability: 5.626065727737384e-05, Refund 107.604, Cost 0.006053871765674535
Number: 4133, Probability: 5.6293764111314815e-05, Refund 107.601, Cost 0.006057265312141585
Number: 4134, Probability: 5.632688968582045e-05, Refund 107.598, Cost 0.006060660676414908
Number: 4135, Probability: 5.6360034023095196e-05, Refund 107.595, Cost 0.006064057860714928
Number: 4136, Probability: 5.639319712313906e-05, Refund 107.592, Cost 0.006067456864872778
Number: 4137, Probability: 5.642637900260539e-05, Refund 107.589, Cost 0.006070857690511311
Number: 4138, Probability: 5.645957966704529e-05, Refund 107.586, Cost 0.006074260338058734
Number: 4139, Probability: 5.6492799127561e-05, Refund 107.583, Cost 0.006077664808540395
Number: 4140, Probability: 5.652603739525475e-05, Refund 107.58, Cost 0.006081071102981506
Number: 4141, Probability: 5.655929448122876e-05, Refund 107.577, Cost 0.006084479222407146
Number: 4142, Probability: 5.659257039658527e-05, Refund 107.574, Cost 0.006087889167842264
Number: 4143, Probability: 5.66258651468754e-05, Refund 107.571, Cost 0.006091300939714534
Number: 4144, Probability: 5.665917874875248e-05, Refund 107.568, Cost 0.0060947145396458065
Number: 4145, Probability: 5.669251120776764e-05, Refund 107.565, Cost 0.006098129968063526
Number: 4146, Probability: 5.67258625350231e-05, Refund 107.562, Cost 0.006101547225992154
Number: 4147, Probability: 5.675923274162109e-05, Refund 107.559, Cost 0.006104966314456023
Number: 4148, Probability: 5.679262183866385e-05, Refund 107.556, Cost 0.006108387234479329
Number: 4149, Probability: 5.6826029831702485e-05, Refund 107.553, Cost 0.006111809986489097
Number: 4150, Probability: 5.6859456737390346e-05, Refund 107.55, Cost 0.006115234572106332
Number: 4151, Probability: 5.689290256127855e-05, Refund 107.547, Cost 0.006118660991757824
Number: 4152, Probability: 5.692636732002043e-05, Refund 107.544, Cost 0.006122089247064277
Number: 4153, Probability: 5.6959851013616e-05, Refund 107.541, Cost 0.006125519337855279
Number: 4154, Probability: 5.6993353658718604e-05, Refund 107.538, Cost 0.006128951265751281
Number: 4155, Probability: 5.7026875266430466e-05, Refund 107.535, Cost 0.0061323850317756
Number: 4156, Probability: 5.70604158423027e-05, Refund 107.532, Cost 0.0061358206363544944
Number: 4157, Probability: 5.709397540298866e-05, Refund 107.529, Cost 0.006139258081107967
Number: 4158, Probability: 5.7127553954039456e-05, Refund 107.526, Cost 0.006142697366462046
Number: 4159, Probability: 5.716115150655732e-05, Refund 107.523, Cost 0.006146138493439562
Number: 4160, Probability: 5.7194768071644475e-05, Refund 107.52, Cost 0.006149581463063214
Number: 4161, Probability: 5.722840366040316e-05, Refund 107.517, Cost 0.006153026276355567
Number: 4162, Probability: 5.726205827838449e-05, Refund 107.514, Cost 0.00615647293374223
Number: 4163, Probability: 5.72957319422418e-05, Refund 107.511, Cost 0.006159921436842358
Number: 4164, Probability: 5.732942466307733e-05, Refund 107.508, Cost 0.006163371786678118
Number: 4165, Probability: 5.736313644089108e-05, Refund 107.505, Cost 0.006166823983077996
Number: 4166, Probability: 5.739686729788751e-05, Refund 107.502, Cost 0.006170278028257503
Number: 4167, Probability: 5.743061723961773e-05, Refund 107.499, Cost 0.006173733922641666
