Probabilities:
Mile Number: 1, Probability: 3.6366178509716907e-05, Refund 119.997, Cost 5.314547209027631e-06
Mile Number: 9139, Probability: 3.6366178509716907e-05, Refund 92.583, Cost 0.0008415137269463024
Mile Number: 9140, Probability: 3.6366178509716907e-05, Refund 92.58, Cost 0.0008419267943517473
Mile Number: 9141, Probability: 3.6366178509716907e-05, Refund 92.577, Cost 0.0008423400527189385
Mile Number: 9142, Probability: 3.6366178509716907e-05, Refund 92.574, Cost 0.0008427535021344538
Mile Number: 9143, Probability: 3.6366178509716907e-05, Refund 92.571, Cost 0.0008431671426797184
Mile Number: 9144, Probability: 3.6366178509716907e-05, Refund 92.568, Cost 0.0008435809744310054
Mile Number: 9145, Probability: 3.6366178509716907e-05, Refund 92.565, Cost 0.0008439949974697136
Mile Number: 9146, Probability: 3.6366178509716907e-05, Refund 92.562, Cost 0.000844409211887505
Mile Number: 9147, Probability: 3.6366178509716907e-05, Refund 92.559, Cost 0.0008448236177606129
Mile Number: 9148, Probability: 3.6366178509716907e-05, Refund 92.556, Cost 0.0008452382151755335
Mile Number: 9149, Probability: 3.6366178509716907e-05, Refund 92.553, Cost 0.0008456530042084738
Mile Number: 9150, Probability: 3.6366178509716907e-05, Refund 92.55, Cost 0.000846067984945903
Mile Number: 9151, Probability: 3.6366178509716907e-05, Refund 92.547, Cost 0.000846483157469139
Mile Number: 9152, Probability: 3.6366178509716907e-05, Refund 92.544, Cost 0.0008468985218594866
Mile Number: 9153, Probability: 3.6366178509716907e-05, Refund 92.541, Cost 0.0008473140781982371
Mile Number: 9154, Probability: 3.6366178509716907e-05, Refund 92.538, Cost 0.0008477298265769422
Mile Number: 9155, Probability: 3.6366178509716907e-05, Refund 92.535, Cost 0.000848145767066592
Mile Number: 9156, Probability: 3.6366178509716907e-05, Refund 92.532, Cost 0.0008485618997535747
Mile Number: 9157, Probability: 3.6366178509716907e-05, Refund 92.529, Cost 0.0008489782247242638
Mile Number: 9158, Probability: 3.6366178509716907e-05, Refund 92.526, Cost 0.0008493947420598833
Mile Number: 9159, Probability: 3.6366178509716907e-05, Refund 92.523, Cost 0.0008498114518365076
Mile Number: 9160, Probability: 3.6366178509716907e-05, Refund 92.52, Cost 0.0008502283541456057
Mile Number: 9161, Probability: 3.6366178509716907e-05, Refund 92.517, Cost 0.000850645449068361
Mile Number: 9162, Probability: 3.6366178509716907e-05, Refund 92.514, Cost 0.0008510627366808078
Mile Number: 9163, Probability: 3.6366178509716907e-05, Refund 92.511, Cost 0.0008514802170743742
Mile Number: 9164, Probability: 3.6366178509716907e-05, Refund 92.508, Cost 0.0008518978903250674
Mile Number: 9165, Probability: 3.6366178509716907e-05, Refund 92.505, Cost 0.0008523157565191524
Mile Number: 9166, Probability: 3.6366178509716907e-05, Refund 92.502, Cost 0.0008527338157428805
Mile Number: 9167, Probability: 3.6366178509716907e-05, Refund 92.499, Cost 0.000853152068072219
Mile Number: 9168, Probability: 3.6366178509716907e-05, Refund 92.496, Cost 0.0008535705135933921
Mile Number: 9169, Probability: 3.6366178509716907e-05, Refund 92.493, Cost 0.0008539891523874755
Mile Number: 9170, Probability: 3.6366178509716907e-05, Refund 92.49, Cost 0.0008544079845457997
Mile Number: 9171, Probability: 3.6366178509716907e-05, Refund 92.487, Cost 0.0008548270101391447
Mile Number: 9172, Probability: 3.6366178509716907e-05, Refund 92.484, Cost 0.000855246229258814
Mile Number: 9173, Probability: 3.6366178509716907e-05, Refund 92.481, Cost 0.0008556656419806953
Mile Number: 9174, Probability: 3.6366178509716907e-05, Refund 92.478, Cost 0.0008560852484011978
Mile Number: 9175, Probability: 3.6366178509716907e-05, Refund 92.475, Cost 0.0008565050485859148
Mile Number: 9176, Probability: 3.6366178509716907e-05, Refund 92.472, Cost 0.0008569250426363615
Mile Number: 9177, Probability: 3.6366178509716907e-05, Refund 92.469, Cost 0.0008573452306181048
Mile Number: 9178, Probability: 3.6366178509716907e-05, Refund 92.466, Cost 0.0008577656126274986
Mile Number: 9179, Probability: 3.6366178509716907e-05, Refund 92.463, Cost 0.0008581861887454825
Mile Number: 9180, Probability: 3.6366178509716907e-05, Refund 92.46, Cost 0.0008586069590478506
Mile Number: 9181, Probability: 3.6366178509716907e-05, Refund 92.457, Cost 0.0008590279236257816
Mile Number: 9182, Probability: 3.6366178509716907e-05, Refund 92.454, Cost 0.000859449082565307
Mile Number: 9183, Probability: 3.6366178509716907e-05, Refund 92.451, Cost 0.0008598704359370484
Mile Number: 9184, Probability: 3.6366178509716907e-05, Refund 92.448, Cost 0.0008602919838372748
Mile Number: 9185, Probability: 3.6366178509716907e-05, Refund 92.445, Cost 0.0008607137263417129
Mile Number: 9186, Probability: 3.6366178509716907e-05, Refund 92.442, Cost 0.0008611356635363401
Mile Number: 9187, Probability: 3.6366178509716907e-05, Refund 92.439, Cost 0.0008615577955071195
Mile Number: 9188, Probability: 3.6366178509716907e-05, Refund 92.436, Cost 0.0008619801223400004
Mile Number: 9189, Probability: 3.6366178509716907e-05, Refund 92.433, Cost 0.0008624026441055247
Mile Number: 9190, Probability: 3.6366178509716907e-05, Refund 92.43, Cost 0.0008628253608998772
Mile Number: 9191, Probability: 3.6366178509716907e-05, Refund 92.427, Cost 0.0008632482728038347
Mile Number: 9192, Probability: 3.6366178509716907e-05, Refund 92.424, Cost 0.0008636713799032917
Mile Number: 9193, Probability: 3.6366178509716907e-05, Refund 92.421, Cost 0.0008640946822738675
Mile Number: 9194, Probability: 3.6366178509716907e-05, Refund 92.418, Cost 0.00086451818000656
Mile Number: 9195, Probability: 3.6366178509716907e-05, Refund 92.415, Cost 0.0008649418731872217
Mile Number: 9196, Probability: 3.6366178509716907e-05, Refund 92.412, Cost 0.0008653657618914318
Mile Number: 9197, Probability: 3.6366178509716907e-05, Refund 92.409, Cost 0.0008657898462050159
Mile Number: 9198, Probability: 3.6366178509716907e-05, Refund 92.406, Cost 0.0008662141262189159
Mile Number: 9199, Probability: 3.6366178509716907e-05, Refund 92.403, Cost 0.0008666386020086699
Mile Number: 9200, Probability: 3.6366178509716907e-05, Refund 92.4, Cost 0.0008670632736651918
Mile Number: 9201, Probability: 3.6366178509716907e-05, Refund 92.397, Cost 0.0008674881412691223
Mile Number: 9202, Probability: 3.6366178509716907e-05, Refund 92.394, Cost 0.0008679132049062179
Mile Number: 9203, Probability: 3.6366178509716907e-05, Refund 92.391, Cost 0.0008683384646570922
Mile Number: 9204, Probability: 3.6366178509716907e-05, Refund 92.388, Cost 0.0008687639206074741
Mile Number: 9205, Probability: 3.6366178509716907e-05, Refund 92.385, Cost 0.0008691895728430786
Mile Number: 9206, Probability: 3.6366178509716907e-05, Refund 92.382, Cost 0.0008696154214496065
Mile Number: 9207, Probability: 3.6366178509716907e-05, Refund 92.379, Cost 0.0008700414665024889
Mile Number: 9208, Probability: 3.6366178509716907e-05, Refund 92.376, Cost 0.0008704677080976554
Mile Number: 9209, Probability: 3.6366178509716907e-05, Refund 92.373, Cost 0.0008708941463105094
Mile Number: 9210, Probability: 3.6366178509716907e-05, Refund 92.37, Cost 0.0008713207812318248
Mile Number: 9211, Probability: 3.6366178509716907e-05, Refund 92.367, Cost 0.0008717476129421052
Mile Number: 9212, Probability: 3.6366178509716907e-05, Refund 92.364, Cost 0.0008721746415269691
Mile Number: 9213, Probability: 3.6366178509716907e-05, Refund 92.361, Cost 0.0008726018670720204
Mile Number: 9214, Probability: 3.6366178509716907e-05, Refund 92.358, Cost 0.0008730292896577221
Mile Number: 9215, Probability: 3.6366178509716907e-05, Refund 92.355, Cost 0.0008734569093747774
Mile Number: 9216, Probability: 3.6366178509716907e-05, Refund 92.352, Cost 0.0008738847263036221
Mile Number: 9217, Probability: 3.6366178509716907e-05, Refund 92.349, Cost 0.0008743127405246781
Mile Number: 9218, Probability: 3.6366178509716907e-05, Refund 92.346, Cost 0.0008747409521286068
Mile Number: 9219, Probability: 3.6366178509716907e-05, Refund 92.343, Cost 0.0008751693612009289
Mile Number: 9220, Probability: 3.6366178509716907e-05, Refund 92.34, Cost 0.0008755979678271509
Mile Number: 9221, Probability: 3.6366178509716907e-05, Refund 92.337, Cost 0.0008760267720825138
Mile Number: 9222, Probability: 3.6366178509716907e-05, Refund 92.334, Cost 0.0008764557740627487
Mile Number: 9223, Probability: 3.6366178509716907e-05, Refund 92.331, Cost 0.0008768849738430692
Mile Number: 9224, Probability: 3.6366178509716907e-05, Refund 92.328, Cost 0.0008773143715140522
Mile Number: 9225, Probability: 3.6366178509716907e-05, Refund 92.325, Cost 0.0008777439671662599
Mile Number: 9226, Probability: 3.6366178509716907e-05, Refund 92.322, Cost 0.0008781737608697404
Mile Number: 9227, Probability: 3.6366178509716907e-05, Refund 92.319, Cost 0.0008786037527201532
Mile Number: 9228, Probability: 3.6366178509716907e-05, Refund 92.316, Cost 0.0008790339428028935
Mile Number: 9229, Probability: 3.6366178509716907e-05, Refund 92.313, Cost 0.0008794643311982182
Mile Number: 9230, Probability: 3.6366178509716907e-05, Refund 92.31, Cost 0.000879894917991495
Mile Number: 9231, Probability: 3.6366178509716907e-05, Refund 92.307, Cost 0.0008803257032680776
Mile Number: 9232, Probability: 3.6366178509716907e-05, Refund 92.304, Cost 0.0008807566871184297
Mile Number: 9233, Probability: 3.6366178509716907e-05, Refund 92.301, Cost 0.0008811878696176288
Mile Number: 9234, Probability: 3.6366178509716907e-05, Refund 92.298, Cost 0.0008816192508612346
Mile Number: 9235, Probability: 3.6366178509716907e-05, Refund 92.295, Cost 0.0008820508309294209
Mile Number: 9236, Probability: 3.6366178509716907e-05, Refund 92.292, Cost 0.0008824826099023482
Mile Number: 9237, Probability: 3.6366178509716907e-05, Refund 92.289, Cost 0.0008829145878755329
Mile Number: 9238, Probability: 3.6366178509716907e-05, Refund 92.286, Cost 0.0008833467649291075
Mile Number: 9239, Probability: 3.6366178509716907e-05, Refund 92.283, Cost 0.0008837791411483138
Mile Number: 9240, Probability: 3.6366178509716907e-05, Refund 92.28, Cost 0.0008842117166132568
Mile Number: 9241, Probability: 3.6366178509716907e-05, Refund 92.277, Cost 0.000884644491419396
Mile Number: 9242, Probability: 3.6366178509716907e-05, Refund 92.274, Cost 0.0008850774656468084
Mile Number: 9243, Probability: 3.6366178509716907e-05, Refund 92.271, Cost 0.0008855106393806797
Mile Number: 9244, Probability: 3.6366178509716907e-05, Refund 92.268, Cost 0.0008859440127113039
Mile Number: 9245, Probability: 3.6366178509716907e-05, Refund 92.265, Cost 0.0008863775857135947
Mile Number: 9246, Probability: 3.6366178509716907e-05, Refund 92.262, Cost 0.0008868113584829398
Mile Number: 9247, Probability: 3.6366178509716907e-05, Refund 92.259, Cost 0.0008872453311044685
Mile Number: 9248, Probability: 3.6366178509716907e-05, Refund 92.256, Cost 0.000887679503658175
Mile Number: 9249, Probability: 3.6366178509716907e-05, Refund 92.253, Cost 0.0008881138762291613
Mile Number: 9250, Probability: 3.6366178509716907e-05, Refund 92.25, Cost 0.0008885484489127571
Mile Number: 9251, Probability: 3.6366178509716907e-05, Refund 92.247, Cost 0.0008889832217837938
Mile Number: 9252, Probability: 3.6366178509716907e-05, Refund 92.244, Cost 0.000889418194932452
Mile Number: 9253, Probability: 3.6366178509716907e-05, Refund 92.241, Cost 0.0008898533684488976
Mile Number: 9254, Probability: 3.6366178509716907e-05, Refund 92.238, Cost 0.000890288742407921
Mile Number: 9255, Probability: 3.6366178509716907e-05, Refund 92.235, Cost 0.0008907243169047804
Mile Number: 9256, Probability: 3.6366178509716907e-05, Refund 92.232, Cost 0.0008911600920244789
Mile Number: 9257, Probability: 3.6366178509716907e-05, Refund 92.229, Cost 0.0008915960678520053
Mile Number: 9258, Probability: 3.6366178509716907e-05, Refund 92.226, Cost 0.0008920322444672153
Mile Number: 9259, Probability: 3.6366178509716907e-05, Refund 92.223, Cost 0.0008924686219653091
Mile Number: 9260, Probability: 3.6366178509716907e-05, Refund 92.22, Cost 0.000892905200426114
Mile Number: 9261, Probability: 3.6366178509716907e-05, Refund 92.217, Cost 0.0008933419799396822
Mile Number: 9262, Probability: 3.6366178509716907e-05, Refund 92.214, Cost 0.0008937789605858133
Mile Number: 9263, Probability: 3.6366178509716907e-05, Refund 92.211, Cost 0.00089421614245965
Mile Number: 9264, Probability: 3.6366178509716907e-05, Refund 92.208, Cost 0.0008946535256409635
Mile Number: 9265, Probability: 3.6366178509716907e-05, Refund 92.205, Cost 0.0008950911102146308
Mile Number: 9266, Probability: 3.6366178509716907e-05, Refund 92.202, Cost 0.0008955288962757508
Mile Number: 9267, Probability: 3.6366178509716907e-05, Refund 92.199, Cost 0.000895966883898935
Mile Number: 9268, Probability: 3.6366178509716907e-05, Refund 92.196, Cost 0.0008964050731792539
Mile Number: 9269, Probability: 3.6366178509716907e-05, Refund 92.193, Cost 0.0008968434641964093
Mile Number: 9270, Probability: 3.6366178509716907e-05, Refund 92.19, Cost 0.0008972820570454426
Mile Number: 9271, Probability: 3.6366178509716907e-05, Refund 92.187, Cost 0.0008977208518009102
Mile Number: 9272, Probability: 3.6366178509716907e-05, Refund 92.184, Cost 0.0008981598485629419
Mile Number: 9273, Probability: 3.6366178509716907e-05, Refund 92.181, Cost 0.0008985990474060662
Mile Number: 9274, Probability: 3.6366178509716907e-05, Refund 92.178, Cost 0.0008990384484201499
Mile Number: 9275, Probability: 3.6366178509716907e-05, Refund 92.175, Cost 0.0008994780516950448
Mile Number: 9276, Probability: 3.6366178509716907e-05, Refund 92.172, Cost 0.0008999178573154717
Mile Number: 9277, Probability: 3.6366178509716907e-05, Refund 92.169, Cost 0.0009003578653661374
Mile Number: 9278, Probability: 3.6366178509716907e-05, Refund 92.166, Cost 0.0009007980759368508
Mile Number: 9279, Probability: 3.6366178509716907e-05, Refund 92.163, Cost 0.0009012384891122903
Mile Number: 9280, Probability: 3.6366178509716907e-05, Refund 92.16, Cost 0.0009016791049822359
Mile Number: 9281, Probability: 3.6366178509716907e-05, Refund 92.157, Cost 0.0009021199236262217
Mile Number: 9282, Probability: 3.6366178509716907e-05, Refund 92.154, Cost 0.0009025609451391151
Mile Number: 9283, Probability: 3.6366178509716907e-05, Refund 92.151, Cost 0.0009030021696004222
Mile Number: 9284, Probability: 3.6366178509716907e-05, Refund 92.148, Cost 0.000903443597099866
Mile Number: 9285, Probability: 3.6366178509716907e-05, Refund 92.145, Cost 0.0009038852277322698
Mile Number: 9286, Probability: 3.6366178509716907e-05, Refund 92.142, Cost 0.0009043270615719822
Mile Number: 9287, Probability: 3.6366178509716907e-05, Refund 92.139, Cost 0.0009047690987086834
Mile Number: 9288, Probability: 3.6366178509716907e-05, Refund 92.136, Cost 0.0009052113392320389
Mile Number: 9289, Probability: 3.6366178509716907e-05, Refund 92.133, Cost 0.0009056537832316992
Mile Number: 9290, Probability: 3.6366178509716907e-05, Refund 92.13, Cost 0.0009060964307921864
Mile Number: 9291, Probability: 3.6366178509716907e-05, Refund 92.127, Cost 0.0009065392819980084
Mile Number: 9292, Probability: 3.6366178509716907e-05, Refund 92.124, Cost 0.000906982336938773
Mile Number: 9293, Probability: 3.6366178509716907e-05, Refund 92.121, Cost 0.0009074255957040733
Mile Number: 9294, Probability: 3.6366178509716907e-05, Refund 92.118, Cost 0.0009078690583732608
Mile Number: 9295, Probability: 3.6366178509716907e-05, Refund 92.115, Cost 0.0009083127250410135
Mile Number: 9296, Probability: 3.6366178509716907e-05, Refund 92.112, Cost 0.0009087565957917682
Mile Number: 9297, Probability: 3.6366178509716907e-05, Refund 92.109, Cost 0.0009092006707150602
Mile Number: 9298, Probability: 3.6366178509716907e-05, Refund 92.106, Cost 0.0009096449498901847
Mile Number: 9299, Probability: 3.6366178509716907e-05, Refund 92.103, Cost 0.0009100894334168743
Mile Number: 9300, Probability: 3.6366178509716907e-05, Refund 92.1, Cost 0.0009105341213743955
Mile Number: 9301, Probability: 3.6366178509716907e-05, Refund 92.097, Cost 0.0009109790138471139
Mile Number: 9302, Probability: 3.6366178509716907e-05, Refund 92.094, Cost 0.0009114241109296053
Mile Number: 9303, Probability: 3.6366178509716907e-05, Refund 92.091, Cost 0.0009118694127062065
Mile Number: 9304, Probability: 3.6366178509716907e-05, Refund 92.088, Cost 0.0009123149192663517
Mile Number: 9305, Probability: 3.6366178509716907e-05, Refund 92.085, Cost 0.0009127606306943492
Mile Number: 9306, Probability: 3.6366178509716907e-05, Refund 92.082, Cost 0.000913206547084716
Mile Number: 9307, Probability: 3.6366178509716907e-05, Refund 92.079, Cost 0.0009136526685115085
Mile Number: 9308, Probability: 3.6366178509716907e-05, Refund 92.076, Cost 0.0009140989950794377
Mile Number: 9309, Probability: 3.6366178509716907e-05, Refund 92.073, Cost 0.0009145455268625317
Mile Number: 9310, Probability: 3.6366178509716907e-05, Refund 92.07, Cost 0.0009149922639501383
Mile Number: 9311, Probability: 3.6366178509716907e-05, Refund 92.067, Cost 0.0009154392064367019
Mile Number: 9312, Probability: 3.6366178509716907e-05, Refund 92.064, Cost 0.0009158863544064299
Mile Number: 9313, Probability: 3.6366178509716907e-05, Refund 92.061, Cost 0.0009163337079486266
Mile Number: 9314, Probability: 3.6366178509716907e-05, Refund 92.058, Cost 0.0009167812671474708
